6.991647307979401670e-03,1.103289923749989875e-02,-3.549776150623396281e-03,-3.325933587852655544e-04,2.098109086118221840e-03,4.228539866770727150e-03,9.372544454971294160e-04,8.389372028711100963e-04,5.334981375588593571e-04,3.304290693896382719e-04
1.006001066145357711e-02,1.373689556685218742e-02,-1.761906149429482392e-03,-2.781475667446233532e-03,-1.898020417269727931e-03,-1.414289381092403942e-03,-8.862459392493127349e-05,3.614088976966477228e-04,5.503189856905096270e-04,5.859155375047050279e-04
1.222489589599605984e-02,1.491394873729740521e-02,-2.488369408710604681e-03,-1.327848497614938584e-03,-2.849784196774926494e-04,3.545636812254275572e-03,7.300794516367155622e-04,1.093384201083809522e-03,1.354449246990796062e-03,3.142667153424740607e-05
1.182809018184080747e-02,1.478144432533433708e-02,-4.481753577217865298e-03,-1.430224129637162889e-03,7.723960751807839708e-04,3.467631133873985780e-03,3.861186042231567160e-04,1.066971409192069443e-03,1.122987478685055990e-03,1.398910504843700476e-05
1.009770832808200985e-02,1.342487642567751285e-02,-6.534711624552749266e-03,-2.144178652444884633e-03,-2.288053672983097705e-04,2.529190881318837958e-03,7.619611861673735278e-04,2.351274739908600087e-03,8.737914956964440254e-04,-8.798233422592635286e-04
1.414080757263124974e-02,1.106334262678218203e-02,-6.430641717884963242e-03,-2.608286086976503715e-03,7.041921873284220576e-04,-5.619832244452596355e-04,-1.975882969257282060e-03,-2.822343621739411418e-04,-2.384806624825910903e-04,-2.163114205949240516e-04
1.406775964252670631e-02,1.242277882598653849e-02,-5.695908971727219050e-03,-2.429986772483880980e-03,1.008248843397413974e-03,5.317363374172097250e-04,-2.227589351134605638e-03,-9.553460419044105352e-04,4.587213930836744847e-04,6.845103290226351367e-04
-3.726328697712070082e-03,2.780588614925797418e-03,1.647934745279053302e-03,-4.354289940934219331e-03,-1.715200378555679483e-03,-3.735659045787725722e-03,-1.878331854496734883e-03,1.340680324238131913e-03,2.921111424654319303e-04,-2.555786953664211398e-04
-5.501023995131853507e-03,3.488999111922626989e-03,1.097318456774628226e-03,-3.752035518586431962e-03,-1.847608648094639953e-03,-3.588918511587922168e-03,-1.399456273176558508e-03,1.476946315705114426e-03,1.031744263814188045e-04,-2.834634314749909017e-04
-1.286468885669177567e-03,-8.738529062723671831e-03,7.289003278161894405e-04,-1.109063375526103028e-03,-6.753062915369733568e-04,4.824917561164870613e-04,1.313254233415664211e-03,-5.756958976843705054e-04,1.200911099164984419e-03,4.570384569475800861e-04
-5.567072949388063990e-03,-3.590512688087287366e-03,1.913076218570030880e-03,1.601974869300373154e-03,-9.202836868499903334e-04,-3.026143340202819276e-03,-3.836804264892177069e-04,-4.715175563359169154e-04,-1.917887616620335748e-04,-4.965606765399113894e-04
6.072874692613731799e-03,6.555802548320133552e-03,-2.842474508866835170e-02,2.180415865464478686e-02,8.570050562337087549e-03,-4.852000069536006703e-03,-9.799357392563930007e-04,1.189311480368980458e-03,-1.590528315998556656e-03,3.342266315019584407e-04
1.266422783081864664e-02,1.461380261390160876e-02,-5.417789376097196900e-03,-1.352584495526474879e-03,-3.418100870838737581e-04,2.857093154817586054e-03,2.554629576392550869e-04,7.786268251537473411e-04,1.100856273583544808e-03,-5.700754051844616858e-04
-6.038634127222399471e-03,-3.189013441117796461e-03,4.860869498757653534e-03,1.418716789219423742e-03,1.244845087603053783e-03,6.429065131626999531e-03,-1.922997175989192749e-04,2.014837442463922660e-04,-2.933220930906488885e-03,1.338068395427377023e-03
-4.524280791504177619e-03,-7.353556487120695856e-05,-3.978749670028395788e-03,-3.317266087267862237e-04,8.642626194125764333e-04,5.821717941919705118e-03,-1.401001638720105478e-03,-4.984263871730049752e-04,-3.646907414100530355e-03,1.408518725704803205e-03
1.249822627234569578e-02,1.218443591168363697e-02,-6.598502292067195095e-03,-2.725223874068183859e-03,-1.425876876516734160e-03,1.601261856834232454e-04,-2.208427710840334948e-04,1.026505461011729264e-03,7.488596974402397235e-04,-1.120612600279217823e-03
6.877642478091864492e-03,2.668301796400326421e-03,-3.769982772283417619e-03,-3.903274657100150747e-03,-8.649770455363344239e-04,-6.130440647184861279e-03,-1.410842384337833520e-03,3.606023086002897054e-04,-8.510869260017863477e-04,5.758750256391147442e-04
1.317820609831102732e-02,6.067426566818590224e-03,-2.900611755900697492e-03,-3.084567619271191483e-03,6.096222755453777325e-04,-3.016964725276328162e-03,1.218187425698621885e-03,-1.589118802515809489e-03,-9.235343955802695478e-05,1.027341432223478554e-03
1.285140100600711509e-02,1.106274730300419069e-02,-6.461298565720606513e-03,-3.306222329061277946e-03,-1.566721028178466916e-04,-9.092759598156511906e-04,-1.297270549690961909e-03,-3.826440590031645141e-04,7.501858287892412846e-05,-7.960249340470884746e-04
1.300296266294744332e-02,9.834704419890049482e-03,-6.585954695489895476e-03,-1.430447961023690586e-03,-1.808396064266376330e-04,-1.687962616296530185e-03,-2.850099765794654287e-03,-5.341477919769022521e-04,-2.388029729155023749e-04,-2.350371113956277816e-04
1.349381342420969895e-02,1.253290353255158592e-02,-4.461773516862214094e-03,-2.547589207175148841e-03,-3.575138391648398340e-04,-3.203865236312222579e-03,-2.981860493641648197e-03,-5.264249023558333377e-04,-5.588348350872771302e-04,3.978286122331340627e-04
1.360387378933552646e-02,1.091316605543446103e-02,-4.314937403436186827e-03,-2.384260442485289754e-03,5.797425638210853670e-04,-2.059326449715276515e-03,-2.331885935723744269e-03,-6.963222062821125720e-04,-4.647225818710389142e-04,-1.074355925272812859e-04
7.751392213766921876e-03,1.483407987279290047e-02,-6.639098681919471156e-04,-2.320573066369501294e-03,-4.452540500081621244e-04,-1.948765188098244697e-04,4.271549585330254779e-04,-8.376645022596178021e-04,1.092149365485946136e-03,5.025708440720167433e-04
-6.256415957353775661e-03,5.118505476624644890e-03,6.621927047049827684e-04,-2.316453575994676002e-03,9.697476558174243167e-04,2.511128448135765967e-03,5.091218898141174282e-04,-1.183063746515636673e-04,-8.367752432386462358e-04,9.577474766476001908e-04
4.423640107675200737e-03,1.398741337398430422e-02,-5.373195424365174305e-02,3.138186715395024223e-02,1.783107470776925524e-02,-3.698226137885866991e-03,1.105041880585394022e-02,-6.628320848990648011e-04,-4.168437484388759669e-03,1.716985163479885744e-03
-2.972838315605452145e-04,-3.336621933672555620e-04,-1.582662920821226518e-02,1.084442431661915111e-02,9.413289028608119377e-03,-4.929050055015118253e-03,-6.229910009028170534e-03,-1.720353976506604514e-03,3.176616858331096031e-03,1.395119610797008623e-04
2.985726284098416412e-03,3.562532226276501641e-03,-9.472135492638618717e-03,1.496306296663583004e-03,8.900499841858643861e-04,1.551560712101659762e-03,3.328510936537680542e-03,-2.499591694042713826e-04,-9.815230348347117086e-04,8.933671435984237878e-04
-3.385590614477183933e-03,-3.387523422260230611e-03,-1.897039509086871981e-02,1.002712446775867391e-02,5.799791692674426818e-03,1.499645933055463159e-03,1.026807161117138101e-03,-4.932671855696711856e-03,3.227255437472961014e-04,1.952795340930719645e-03
1.552687881365283004e-02,2.064286281470632367e-04,-7.143787217773829752e-03,7.230937142368673055e-03,-6.106612725223491481e-03,7.009447777763483205e-03,-2.556647377409946610e-03,-1.455634628739041004e-03,-3.261476872909102338e-03,1.565788351334414285e-03
1.624666665520116751e-02,-1.506980990461069710e-02,1.858118432535544456e-02,1.094358108907297379e-02,-1.064524420950171274e-02,-1.223122528507950176e-03,2.137079730982206684e-03,2.068020319294988564e-04,3.342500493072398976e-04,-5.238193733177893543e-04
2.717897042601232632e-02,-1.053779751639344862e-02,4.788619941817431371e-03,3.580387152353398973e-03,-6.160207154711193518e-03,8.179863855459565273e-04,-1.008164527717522789e-04,-1.670633304439617974e-03,-3.435029322168228110e-04,-1.356800870049563556e-04
-6.548550778232093555e-03,-5.625986130381010163e-03,1.875273235866995640e-03,-4.205863243805735806e-03,6.076783247575576891e-03,2.895984103276752920e-03,-1.156651166980742244e-03,1.462863446975977292e-03,-6.602172198291145992e-04,3.052916522205984808e-05
1.314894310157245158e-02,-1.442528038075032749e-02,2.288963282731421023e-02,1.655650776863870979e-02,-1.212244337393469928e-02,-1.024184204185767067e-03,3.144783114409716897e-03,-8.973379661505196184e-04,-1.223742021519047172e-04,-3.380645339039690033e-04
1.272136401369205159e-02,-1.074030880530977075e-02,6.116517477753579020e-03,-6.343407257082246675e-03,-7.046097848594768537e-03,1.129803059381313476e-04,3.257679281177495653e-03,4.403016734968650332e-04,-1.632247320853173105e-03,1.963411686298574804e-03
1.180194664091677691e-02,-1.253440143855531590e-02,1.096937013017914610e-02,1.811704381870557067e-05,-4.501489435210972306e-03,-1.505253909632463336e-03,6.446139086831356160e-04,6.736489225138300816e-04,8.635510950887977837e-04,-2.742953910750153910e-04
-2.946685475496816937e-03,6.802867898767269578e-03,1.535294461472873351e-03,-4.041685451033274687e-03,-1.780435087682418968e-03,-2.879204977348965872e-03,-7.022333449604793677e-04,1.105914345070429855e-03,1.070792055239279394e-03,1.756383166138897431e-04
-2.229963559822748225e-03,-3.630031327405298762e-03,6.070855129561536848e-03,-2.950525811388762017e-03,-1.335450496628055048e-03,1.317246717437684563e-03,1.304713861618926477e-03,1.594624543358719019e-05,-2.579050325301164974e-05,1.158033820406550573e-03
-2.688244755605014372e-02,8.091863171699466631e-03,-9.223093687107131525e-03,3.708799299726432946e-03,-1.366078146161889620e-03,4.835083625648727707e-03,3.446948998499052563e-03,8.509625680404845792e-04,5.802336574592221411e-04,4.210674410563672765e-04
-4.678693907733151060e-03,4.566138863773547447e-03,3.285372450130052968e-03,-2.793795181719416817e-03,-1.869226330450845380e-03,-3.036239567585044975e-03,-3.913777708713789814e-04,8.092338750312026837e-04,-3.627827542957139670e-04,2.266665567516248253e-04
-7.127866772536778535e-03,6.627804485778765464e-03,3.452061733469296775e-03,-4.266735110907911126e-03,-2.197450397477184510e-03,-3.434045726520386539e-03,-5.517258447194607011e-04,1.094003740532903520e-03,4.698190529770940749e-04,2.723335490634631352e-04
-1.001402474234914033e-02,4.542141429560689510e-03,7.642285803003567683e-03,-5.805902692922316685e-03,-3.949334134166523902e-03,1.205833482282812766e-03,-1.487600014807936941e-03,5.054756873644442473e-04,8.920859740064119095e-04,1.983463896548937067e-04
-1.063128185734067699e-02,7.686708114321816332e-03,8.337702238498879287e-03,-2.399241716858080582e-03,-3.195088152261275644e-03,-4.095543376916631687e-03,2.677740715238457504e-03,1.329758386289701510e-03,-4.930597723148491280e-04,9.686927621729626023e-04
-1.473141949037438773e-02,-3.393129546733833490e-03,-1.145159933408141165e-02,1.027508292432895154e-02,-4.281280971963063141e-03,-1.234235866204924604e-03,4.547808593132367304e-04,6.564691738098664756e-04,-5.196758667086139906e-04,-4.227495171393190932e-04
-2.164453501799705817e-02,3.445162970349579645e-03,1.603200443897906434e-03,4.356232763309903812e-03,-2.668573124400754060e-03,-5.615059974681513820e-04,2.090287406727750139e-03,1.419065849373554082e-03,-8.354103059166314085e-04,5.443394736167237683e-04
-1.351293526080268002e-02,2.084443484045372854e-03,4.729181724834213320e-03,3.291718909857507380e-04,2.472156532530067120e-04,5.348198920477926924e-04,4.504038224164780627e-03,1.102863551946465896e-03,-1.423605032617496257e-03,1.091258572700378121e-03
-1.380305343680511033e-02,-1.879951318288812121e-03,2.518741354931529168e-03,1.137475358984280305e-04,5.526763967395987394e-04,-3.582826637344409780e-03,2.605828011782215532e-03,7.264375994732828875e-04,-1.001632506387842595e-03,3.262591935699512679e-04
-4.594886043712625816e-03,1.045294104283671886e-02,6.543052706363066719e-03,-4.410361650785377639e-03,-1.360192164784669068e-03,-7.269512476269576404e-03,7.638295345809236305e-04,-4.850167662878487190e-04,2.319965087224597666e-04,1.488355317507056687e-03
1.255503289709464232e-02,2.044572303173878506e-03,-1.445256452154770888e-03,-4.530054304900486307e-03,-9.329684414491205878e-04,-5.753578617920013412e-03,-6.273769724088706749e-04,-8.888169315738879178e-05,-7.339602974898142224e-05,-1.998860841198201355e-04
1.286640489657773188e-02,-8.423629261399480806e-04,4.706789314684536527e-03,-4.924685621588819305e-03,5.130813933249105943e-04,-9.395622589017346357e-03,-7.694916241368763730e-04,-9.030336499350237944e-04,-3.837232695517577984e-04,1.588584551221537255e-03
-1.078028509629098963e-02,-4.643745320267747556e-03,3.238639752549256606e-03,-1.901711351353883427e-03,-6.002772872093608669e-04,-4.254697779955806530e-03,-9.332922956636075375e-05,-1.088802714395034572e-04,-2.663759077850477719e-04,-8.776318579862406755e-04
-7.815749635975656126e-04,2.745982320002372367e-03,2.610691330903659561e-03,-5.067094994779713750e-03,-1.457406037634222844e-03,-5.592944290174349693e-03,-2.394802425363615987e-03,1.894555023307974064e-03,-1.367901221772680719e-05,-2.505993131358867990e-04
-4.707589412593432381e-03,1.718275475635006435e-03,4.473042110864126029e-03,-4.750219712687027418e-03,-2.610802455939481223e-03,-5.442904013234025999e-03,-1.776774510450956955e-03,1.716943249266078336e-03,4.986470552049966729e-04,1.088732159987153731e-04
-4.171511135518602559e-03,3.538184687096393877e-03,1.626413614025576859e-03,-4.165529417006768806e-03,-1.602254418437618544e-03,-2.607426863529197728e-03,-1.407033187299211972e-03,1.224908253310645276e-03,2.490112063216663946e-04,-1.651144340665657636e-04
-7.421377273815266302e-03,3.662211104732453464e-03,3.378017388625188973e-03,-3.458616308780835397e-03,-2.684679844805373805e-03,-5.651031323191664339e-03,-1.266951818908256845e-03,1.912293621100217937e-03,2.933552552653574891e-04,-9.319463962633247906e-05
-9.738217162640535121e-03,4.374180981391660727e-03,2.665300640028353887e-03,-1.320067557188219463e-03,-3.641982782361868638e-03,-3.255243688928511139e-03,-1.099915984394635171e-03,1.002610655800130479e-03,-3.585307478385210060e-04,-1.130271354307922730e-04
-7.781063531105562696e-03,3.435940160586925876e-04,3.615423960065673650e-03,-8.835562740965352590e-04,-4.410132090171423914e-03,-4.051787164063605853e-03,7.977942710039816242e-05,8.813354786595383470e-04,-5.057033491443433532e-04,-1.104305600898889761e-03
-6.409352895630410218e-03,1.283048278252566995e-02,-1.496978748246629090e-02,1.001742900669079853e-02,1.236054475647767152e-03,2.431871026335635875e-03,4.767332404257872830e-03,-2.266245293098895046e-03,-1.379730042020985235e-03,7.748337078422564610e-05
-1.628673768912745554e-02,1.098359890145851077e-04,-8.118718962733837557e-03,3.605902580343077653e-03,2.386648515870866318e-03,5.779810385502657166e-04,-6.489900211901536138e-05,1.940138849372550264e-04,-6.626961836857231522e-05,-8.845113736039221476e-04
-1.718606224135509758e-02,4.710879264323550308e-03,-1.919745981751138763e-03,1.862160611961658071e-03,-5.016799755612199284e-03,7.736088023497339830e-03,8.692894710458571369e-04,4.307332568127501810e-05,-6.953812704005713071e-04,1.669947066111500790e-04
